Time,usr usage
08:56:43,14.93
08:56:44,10.94
08:56:45,11.57
08:56:46,11.88
08:56:47,11.81
08:57:06,16.08
08:57:07,14.77
08:57:08,12.67
08:57:09,10.51
08:57:10,12.69
08:57:13,21.81
08:57:14,13.22
08:57:15,11.39
08:57:16,13.90
08:57:17,14.62
08:57:22,12.52
08:57:23,13.50
08:57:24,12.92
08:57:25,13.31
08:57:26,13.24
08:57:29,16.76
08:57:30,12.29
08:57:31,13.47
08:57:32,11.41
08:57:33,11.99
08:57:36,17.12
08:57:37,12.95
08:57:38,10.86
08:57:39,11.65
08:57:40,12.74
