Time,usr usage
08:07:39,1.76
08:07:40,0.00
08:07:41,0.00
08:07:42,0.54
08:07:43,0.18
08:07:45,4.70
08:07:46,0.35
08:07:47,0.53
08:07:48,0.36
08:07:49,1.23
08:07:53,1.42
08:07:54,0.70
08:07:55,0.18
08:07:56,0.53
08:07:57,0.70
08:08:02,1.07
08:08:03,0.18
08:08:04,10.73
08:08:05,23.20
08:08:06,22.55
08:17:07,1.60
08:17:08,0.18
08:17:09,0.54
08:17:10,0.18
08:17:11,0.18
08:17:14,1.06
08:17:15,0.36
08:17:16,1.42
08:17:17,1.06
08:17:18,0.53
