Time,usr usage
09:02:33,24.06
09:02:34,40.00
09:02:35,37.30
09:02:36,22.15
09:02:37,33.40
09:02:41,20.78
09:02:42,19.84
09:02:43,22.57
09:02:44,15.27
09:02:45,21.88
09:02:47,24.74
09:02:48,18.89
09:02:49,20.27
09:02:50,20.48
09:02:51,21.95
09:02:54,22.40
09:02:55,21.91
09:02:56,18.56
09:02:57,23.81
09:02:58,20.40
09:03:05,22.40
09:03:06,24.56
09:03:07,19.72
09:03:08,22.22
09:03:09,23.58
