Time,usr usage
08:58:21,13.04
08:58:22,9.42
08:58:23,6.33
08:58:24,6.33
08:58:25,5.90
08:58:29,15.50
08:58:30,6.89
08:58:31,7.41
08:58:32,6.46
08:58:33,6.69
08:58:35,8.61
08:58:36,8.96
08:58:37,9.63
08:58:38,9.34
08:58:39,7.89
08:58:42,13.32
08:58:43,5.46
08:58:44,10.25
08:58:45,13.85
08:58:46,8.79
08:58:48,9.70
08:58:49,7.00
08:58:50,8.66
08:58:51,9.14
08:58:52,7.50
08:59:05,9.50
08:59:06,6.43
08:59:07,9.30
08:59:08,6.90
08:59:09,6.67
